SiteID,Longitude,Latitude,Fire ID,Start Date,Year,Month,Day,Contain Date,Year,Month,Day,Type
140,-86.45979347,30.6602277,4704,20030330,2003,3,30,20030330,2003,3,30,prescribed
140,-86.45979347,30.6602277,65991,20180228,2018,2,28,20180228,2018,2,28,prescribed
141,-86.45435289,30.66608678,5787,20070303,2007,3,3,20070303,2007,3,3,prescribed
141,-86.45435289,30.66608678,4036,19990106,1999,1,6,19990106,1999,1,6,prescribed
141,-86.45435289,30.66608678,66098,20180428,2018,4,28,20180428,2018,4,28,prescribed
141,-86.45435289,30.66608678,37798,20160227,2016,2,27,20160227,2016,2,27,prescribed
141,-86.45435289,30.66608678,7030,20110730,2011,7,30,20110730,2011,7,30,prescribed
141,-86.45435289,30.66608678,4704,20030330,2003,3,30,20030330,2003,3,30,prescribed
141,-86.45435289,30.66608678,3550,19870201,1987,2,1,19870201,1987,2,1,unknown
142,-86.66640586,30.56383188,4560,20020317,2002,3,17,20020317,2002,3,17,prescribed
142,-86.66640586,30.56383188,6597,20100220,2010,2,20,20100220,2010,2,20,prescribed
142,-86.66640586,30.56383188,5133,20050103,2005,1,3,20050103,2005,1,3,prescribed
142,-86.66640586,30.56383188,7453,20130107,2013,1,7,20130107,2013,1,7,prescribed
142,-86.66640586,30.56383188,3174,19930201,1993,2,1,19930201,1993,2,1,unknown
142,-86.66640586,30.56383188,36366,20150530,2015,5,30,20150530,2015,5,30,prescribed
142,-86.66640586,30.56383188,66285,20181130,2018,11,30,20181130,2018,11,30,prescribed
142,-86.66640586,30.56383188,3640,19810201,1981,2,1,19810201,1981,2,1,unknown
142,-86.66640586,30.56383188,5997,20080106,2008,1,6,20080106,2008,1,6,prescribed
142,-86.66640586,30.56383188,4056,19990211,1999,2,11,19990211,1999,2,11,prescribed
143,-86.66431782,30.55756777,4560,20020317,2002,3,17,20020317,2002,3,17,prescribed
143,-86.66431782,30.55756777,6597,20100220,2010,2,20,20100220,2010,2,20,prescribed
143,-86.66431782,30.55756777,5133,20050103,2005,1,3,20050103,2005,1,3,prescribed
143,-86.66431782,30.55756777,7453,20130107,2013,1,7,20130107,2013,1,7,prescribed
143,-86.66431782,30.55756777,3174,19930201,1993,2,1,19930201,1993,2,1,unknown
143,-86.66431782,30.55756777,36366,20150530,2015,5,30,20150530,2015,5,30,prescribed
143,-86.66431782,30.55756777,66285,20181130,2018,11,30,20181130,2018,11,30,prescribed
143,-86.66431782,30.55756777,3640,19810201,1981,2,1,19810201,1981,2,1,unknown
143,-86.66431782,30.55756777,5997,20080106,2008,1,6,20080106,2008,1,6,prescribed
143,-86.66431782,30.55756777,4056,19990211,1999,2,11,19990211,1999,2,11,prescribed
144,-86.66431782,30.54629237,4560,20020317,2002,3,17,20020317,2002,3,17,prescribed
144,-86.66431782,30.54629237,6597,20100220,2010,2,20,20100220,2010,2,20,prescribed
144,-86.66431782,30.54629237,5133,20050103,2005,1,3,20050103,2005,1,3,prescribed
144,-86.66431782,30.54629237,7453,20130107,2013,1,7,20130107,2013,1,7,prescribed
144,-86.66431782,30.54629237,3174,19930201,1993,2,1,19930201,1993,2,1,unknown
144,-86.66431782,30.54629237,36366,20150530,2015,5,30,20150530,2015,5,30,prescribed
144,-86.66431782,30.54629237,66285,20181130,2018,11,30,20181130,2018,11,30,prescribed
144,-86.66431782,30.54629237,5997,20080106,2008,1,6,20080106,2008,1,6,prescribed
144,-86.66431782,30.54629237,4056,19990211,1999,2,11,19990211,1999,2,11,prescribed
145,-86.64970156,30.56299667,4560,20020317,2002,3,17,20020317,2002,3,17,prescribed
145,-86.64970156,30.56299667,6597,20100220,2010,2,20,20100220,2010,2,20,prescribed
145,-86.64970156,30.56299667,5133,20050103,2005,1,3,20050103,2005,1,3,prescribed
145,-86.64970156,30.56299667,7453,20130107,2013,1,7,20130107,2013,1,7,prescribed
145,-86.64970156,30.56299667,3174,19930201,1993,2,1,19930201,1993,2,1,unknown
145,-86.64970156,30.56299667,36366,20150530,2015,5,30,20150530,2015,5,30,prescribed
145,-86.64970156,30.56299667,66285,20181130,2018,11,30,20181130,2018,11,30,prescribed
145,-86.64970156,30.56299667,5997,20080106,2008,1,6,20080106,2008,1,6,prescribed
145,-86.64970156,30.56299667,4056,19990211,1999,2,11,19990211,1999,2,11,prescribed
146,-86.64803113,30.56675513,4560,20020317,2002,3,17,20020317,2002,3,17,prescribed
146,-86.64803113,30.56675513,36155,20140728,2014,7,28,20140728,2014,7,28,prescribed
146,-86.64803113,30.56675513,5193,20050306,2005,3,6,20050306,2005,3,6,prescribed
146,-86.64803113,30.56675513,3174,19930201,1993,2,1,19930201,1993,2,1,unknown
146,-86.64803113,30.56675513,6083,20080316,2008,3,16,20080316,2008,3,16,prescribed
146,-86.64803113,30.56675513,7105,20111202,2011,12,2,20111202,2011,12,2,prescribed
146,-86.64803113,30.56675513,6522,20091230,2009,12,30,20091230,2009,12,30,prescribed
146,-86.64803113,30.56675513,66181,20180610,2018,6,10,20180610,2018,6,10,prescribed
146,-86.64803113,30.56675513,3358,19900201,1990,2,1,19900201,1990,2,1,unknown
146,-86.64803113,30.56675513,4056,19990211,1999,2,11,19990211,1999,2,11,prescribed
147,-86.63717333,30.54587476,4560,20020317,2002,3,17,20020317,2002,3,17,prescribed
147,-86.63717333,30.54587476,6597,20100220,2010,2,20,20100220,2010,2,20,prescribed
147,-86.63717333,30.54587476,5133,20050103,2005,1,3,20050103,2005,1,3,prescribed
147,-86.63717333,30.54587476,5954,20071123,2007,11,23,20071124,2007,11,24,prescribed
147,-86.63717333,30.54587476,65975,20180216,2018,2,16,20180216,2018,2,16,prescribed
147,-86.63717333,30.54587476,3174,19930201,1993,2,1,19930201,1993,2,1,unknown
147,-86.63717333,30.54587476,36366,20150530,2015,5,30,20150530,2015,5,30,prescribed
147,-86.63717333,30.54587476,7444,20130109,2013,1,9,20130109,2013,1,9,prescribed
147,-86.63717333,30.54587476,4056,19990211,1999,2,11,19990211,1999,2,11,prescribed
148,-86.5798213,30.50095079,3625,19820201,1982,2,1,19820201,1982,2,1,unknown
148,-86.5798213,30.50095079,67180,20200415,2020,4,15,20200417,2020,4,17,wild
150,-86.66936666,30.51050167,6552,20100120,2010,1,20,20100120,2010,1,20,prescribed
150,-86.66936666,30.51050167,5209,20050320,2005,3,20,20050320,2005,3,20,prescribed
150,-86.66936666,30.51050167,36163,20140604,2014,6,4,20140604,2014,6,4,prescribed
150,-86.66936666,30.51050167,3698,19770201,1977,2,1,19770201,1977,2,1,unknown
150,-86.66936666,30.51050167,3040,19950201,1995,2,1,19950201,1995,2,1,unknown
150,-86.66936666,30.51050167,66114,20180414,2018,4,14,20180414,2018,4,14,prescribed
151,-86.62514009,30.5472857,36372,20150614,2015,6,14,20150614,2015,6,14,prescribed
151,-86.62514009,30.5472857,5991,20080104,2008,1,4,20080104,2008,1,4,prescribed
151,-86.62514009,30.5472857,4059,19990215,1999,2,15,19990215,1999,2,15,prescribed
151,-86.62514009,30.5472857,3489,19880201,1988,2,1,19880201,1988,2,1,unknown
151,-86.62514009,30.5472857,3174,19930201,1993,2,1,19930201,1993,2,1,unknown
151,-86.62514009,30.5472857,4659,20030220,2003,2,20,20030220,2003,2,20,prescribed
151,-86.62514009,30.5472857,6855,20110123,2011,1,23,20110123,2011,1,23,prescribed
151,-86.62514009,30.5472857,3358,19900201,1990,2,1,19900201,1990,2,1,unknown
151,-86.62514009,30.5472857,66148,20180520,2018,5,20,20180520,2018,5,20,prescribed
152,-86.67900618,30.62917894,6434,20090607,2009,6,7,20090607,2009,6,7,prescribed
152,-86.67900618,30.62917894,7438,20130120,2013,1,20,20130120,2013,1,20,prescribed
152,-86.67900618,30.62917894,4625,20020811,2002,8,11,20020811,2002,8,11,prescribed
152,-86.67900618,30.62917894,66766,20190727,2019,7,27,20190727,2019,7,27,prescribed
152,-86.67900618,30.62917894,5175,20050207,2005,2,7,20050207,2005,2,7,prescribed
152,-86.67900618,30.62917894,3537,19870201,1987,2,1,19870201,1987,2,1,unknown
152,-86.67900618,30.62917894,6951,20110413,2011,4,13,20110413,2011,4,13,prescribed
152,-86.67900618,30.62917894,65187,20170212,2017,2,12,20170212,2017,2,12,prescribed
153,-86.657821,30.62427018,4734,20030403,2003,4,3,20030403,2003,4,3,prescribed
153,-86.657821,30.62427018,5055,19960808,1996,8,8,19960808,1996,8,8,unknown
153,-86.657821,30.62427018,5995,20080104,2008,1,4,20080104,2008,1,4,prescribed
153,-86.657821,30.62427018,7666,20131227,2013,12,27,20131227,2013,12,27,prescribed
153,-86.657821,30.62427018,4194,20000228,2000,2,28,20000228,2000,2,28,prescribed
153,-86.657821,30.62427018,65200,20170226,2017,2,26,20170226,2017,2,26,prescribed
154,-86.63715253,30.63744633,36137,20141129,2014,11,29,20141129,2014,11,29,prescribed
154,-86.63715253,30.63744633,6434,20090607,2009,6,7,20090607,2009,6,7,prescribed
154,-86.63715253,30.63744633,5792,20070223,2007,2,23,20070223,2007,2,23,prescribed
154,-86.63715253,30.63744633,3484,19880201,1988,2,1,19880201,1988,2,1,unknown
154,-86.63715253,30.63744633,4883,20040204,2004,2,4,20040204,2004,2,4,prescribed
154,-86.63715253,30.63744633,3077,19940201,1994,2,1,19940201,1994,2,1,unknown
154,-86.63715253,30.63744633,7189,20120225,2012,2,25,20120225,2012,2,25,prescribed
154,-86.63715253,30.63744633,65201,20170220,2017,2,20,20170220,2017,2,20,prescribed
154,-86.63715253,30.63744633,3389,19890201,1989,2,1,19890201,1989,2,1,unknown
155,-86.63508568,30.67103259,6278,20090131,2009,1,31,20090131,2009,1,31,prescribed
155,-86.63508568,30.67103259,3396,19890201,1989,2,1,19890201,1989,2,1,unknown
155,-86.63508568,30.67103259,36243,20150117,2015,1,17,20150117,2015,1,17,prescribed
155,-86.63508568,30.67103259,4751,20030524,2003,5,24,20030524,2003,5,24,prescribed
155,-86.63508568,30.67103259,5728,20070102,2007,1,2,20070102,2007,1,2,prescribed
155,-86.63508568,30.67103259,3868,19980214,1998,2,14,19980214,1998,2,14,prescribed
156,-86.62862678,30.65113919,6503,20091211,2009,12,11,20091211,2009,12,11,prescribed
156,-86.62862678,30.65113919,5792,20070223,2007,2,23,20070223,2007,2,23,prescribed
156,-86.62862678,30.65113919,2988,19950201,1995,2,1,19950201,1995,2,1,unknown
156,-86.62862678,30.65113919,4883,20040204,2004,2,4,20040204,2004,2,4,prescribed
156,-86.62862678,30.65113919,3077,19940201,1994,2,1,19940201,1994,2,1,unknown
156,-86.62862678,30.65113919,7189,20120225,2012,2,25,20120225,2012,2,25,prescribed
156,-86.62862678,30.65113919,65201,20170220,2017,2,20,20170220,2017,2,20,prescribed
159,-86.85685989,30.58803502,3658,19800201,1980,2,1,19800201,1980,2,1,unknown
159,-86.85685989,30.58803502,3159,19930201,1993,2,1,19930201,1993,2,1,unknown
159,-86.85685989,30.58803502,7563,20130509,2013,5,9,20130509,2013,5,9,prescribed
159,-86.85685989,30.58803502,6529,20100107,2010,1,7,20100107,2010,1,7,prescribed
159,-86.85685989,30.58803502,36365,20150524,2015,5,24,20150524,2015,5,24,prescribed
160,-86.91629814,30.55008432,6494,20091128,2009,11,28,20091128,2009,11,28,prescribed
161,-86.91718487,30.53386975,3523,19870201,1987,2,1,19870201,1987,2,1,unknown
162,-86.927,30.548, ,0,0,,,0,0,,, 
163,-86.67182,30.50564,66252,20180806,2018,8,6,20180806,2018,8,6,prescribed
163,-86.67182,30.50564,3751,19970304,1997,3,4,19970304,1997,3,4,prescribed
163,-86.67182,30.50564,4693,20030319,2003,3,19,20030319,2003,3,19,prescribed
163,-86.67182,30.50564,6658,20100405,2010,4,5,20100405,2010,4,5,prescribed
163,-86.67182,30.50564,7428,20130111,2013,1,11,20130111,2013,1,11,prescribed
163,-86.67182,30.50564,6061,20080220,2008,2,20,20080220,2008,2,20,prescribed
164,-86.73537,30.45171,7733,20140315,2014,3,15,20140315,2014,3,15,prescribed
164,-86.73537,30.45171,6244,20081220,2008,12,20,20081220,2008,12,20,prescribed
164,-86.73537,30.45171,7298,20120528,2012,5,28,20120605,2012,6,5,wild
164,-86.73537,30.45171,4062,19990217,1999,2,17,19990217,1999,2,17,prescribed
164,-86.73537,30.45171,3582,19840201,1984,2,1,19840201,1984,2,1,unknown
164,-86.73537,30.45171,3651,19800201,1980,2,1,19800201,1980,2,1,unknown
164,-86.73537,30.45171,5012,19960101,1996,1,1,19960101,1996,1,1,unknown
164,-86.73537,30.45171,5174,20050206,2005,2,6,20050206,2005,2,6,prescribed
165,-86.73434,30.43542,6244,20081220,2008,12,20,20081220,2008,12,20,prescribed
165,-86.73434,30.43542,4062,19990217,1999,2,17,19990217,1999,2,17,prescribed
165,-86.73434,30.43542,3651,19800201,1980,2,1,19800201,1980,2,1,unknown
165,-86.73434,30.43542,5012,19960101,1996,1,1,19960101,1996,1,1,unknown
165,-86.73434,30.43542,5174,20050206,2005,2,6,20050206,2005,2,6,prescribed
166,-86.73669,30.43263,4002,19980526,1998,5,26,19980526,1998,5,26,wild
167,-86.73886,30.42979,4002,19980526,1998,5,26,19980526,1998,5,26,wild
168,-86.72027,30.53405,6644,20100327,2010,3,27,20100327,2010,3,27,prescribed
168,-86.72027,30.53405,4330,20010206,2001,2,6,20010206,2001,2,6,prescribed
168,-86.72027,30.53405,7151,20120121,2012,1,21,20120121,2012,1,21,prescribed
168,-86.72027,30.53405,3103,19940201,1994,2,1,19940201,1994,2,1,unknown
168,-86.72027,30.53405,65866,20171203,2017,12,3,20171203,2017,12,3,prescribed
168,-86.72027,30.53405,7691,20140124,2014,1,24,20140124,2014,1,24,prescribed
168,-86.72027,30.53405,4994,20040701,2004,7,1,20040701,2004,7,1,prescribed
168,-86.72027,30.53405,6074,20080302,2008,3,2,20080302,2008,3,2,prescribed
169,-86.67136,30.52479,5223,20050410,2005,4,10,20050410,2005,4,10,prescribed
169,-86.67136,30.52479,7123,20111230,2011,12,30,20111230,2011,12,30,prescribed
169,-86.67136,30.52479,66329,20190112,2019,1,12,20190112,2019,1,12,prescribed
169,-86.67136,30.52479,3912,19980316,1998,3,16,19980316,1998,3,16,prescribed
169,-86.67136,30.52479,7515,20130217,2013,2,17,20130218,2013,2,18,wild
170,-86.66495,30.5394,5223,20050410,2005,4,10,20050410,2005,4,10,prescribed
170,-86.66495,30.5394,7123,20111230,2011,12,30,20111230,2011,12,30,prescribed
170,-86.66495,30.5394,64143,20170118,2017,1,18,20170118,2017,1,18,prescribed
170,-86.66495,30.5394,66329,20190112,2019,1,12,20190112,2019,1,12,prescribed
170,-86.66495,30.5394,7515,20130217,2013,2,17,20130218,2013,2,18,wild
170,-86.66495,30.5394,3034,19950201,1995,2,1,19950201,1995,2,1,unknown
171,-86.77249,30.43158,4062,19990217,1999,2,17,19990217,1999,2,17,prescribed
171,-86.77249,30.43158,5126,20050102,2005,1,2,20050102,2005,1,2,prescribed
171,-86.77249,30.43158,36307,20150321,2015,3,21,20150321,2015,3,21,prescribed
172,-86.76688871,30.45260981,4026,19981022,1998,10,22,19981022,1998,10,22,wild
172,-86.76688871,30.45260981,7219,20120324,2012,3,24,20120324,2012,3,24,prescribed
172,-86.76688871,30.45260981,36003,20140412,2014,4,12,20140412,2014,4,12,prescribed
172,-86.76688871,30.45260981,5010,19960314,1996,3,14,19960314,1996,3,14,unknown
172,-86.76688871,30.45260981,66451,20190310,2019,3,10,20190310,2019,3,10,prescribed
172,-86.76688871,30.45260981,4062,19990217,1999,2,17,19990217,1999,2,17,prescribed
172,-86.76688871,30.45260981,3637,19810201,1981,2,1,19810201,1981,2,1,unknown
172,-86.76688871,30.45260981,4563,20020318,2002,3,18,20020318,2002,3,18,prescribed
172,-86.76688871,30.45260981,36153,20140727,2014,7,27,20140727,2014,7,27,prescribed
172,-86.76688871,30.45260981,3353,19900201,1990,2,1,19900201,1990,2,1,unknown
172,-86.76688871,30.45260981,5217,20050328,2005,3,28,20050331,2005,3,31,wild
172,-86.76688871,30.45260981,6509,20091223,2009,12,23,20091223,2009,12,23,prescribed
173,-86.77209,30.46773,4026,19981022,1998,10,22,19981022,1998,10,22,wild
173,-86.77209,30.46773,36003,20140412,2014,4,12,20140412,2014,4,12,prescribed
173,-86.77209,30.46773,4482,20020117,2002,1,17,20020117,2002,1,17,prescribed
173,-86.77209,30.46773,66451,20190310,2019,3,10,20190310,2019,3,10,prescribed
173,-86.77209,30.46773,5011,19960315,1996,3,15,19960315,1996,3,15,unknown
173,-86.77209,30.46773,7241,20120406,2012,4,6,20120406,2012,4,6,prescribed
173,-86.77209,30.46773,3637,19810201,1981,2,1,19810201,1981,2,1,unknown
173,-86.77209,30.46773,36209,20150125,2015,1,25,20150125,2015,1,25,prescribed
173,-86.77209,30.46773,36153,20140727,2014,7,27,20140727,2014,7,27,prescribed
173,-86.77209,30.46773,5245,20050429,2005,4,29,20050429,2005,4,29,prescribed
173,-86.77209,30.46773,3353,19900201,1990,2,1,19900201,1990,2,1,unknown
173,-86.77209,30.46773,6509,20091223,2009,12,23,20091223,2009,12,23,prescribed
174,-86.77408,30.48141,36003,20140412,2014,4,12,20140412,2014,4,12,prescribed
174,-86.77408,30.48141,4482,20020117,2002,1,17,20020117,2002,1,17,prescribed
174,-86.77408,30.48141,36047,20140413,2014,4,13,20140413,2014,4,13,wild
174,-86.77408,30.48141,66451,20190310,2019,3,10,20190310,2019,3,10,prescribed
174,-86.77408,30.48141,5011,19960315,1996,3,15,19960315,1996,3,15,unknown
174,-86.77408,30.48141,7241,20120406,2012,4,6,20120406,2012,4,6,prescribed
174,-86.77408,30.48141,3637,19810201,1981,2,1,19810201,1981,2,1,unknown
174,-86.77408,30.48141,36209,20150125,2015,1,25,20150125,2015,1,25,prescribed
174,-86.77408,30.48141,5245,20050429,2005,4,29,20050429,2005,4,29,prescribed
174,-86.77408,30.48141,3108,19940201,1994,2,1,19940201,1994,2,1,unknown
174,-86.77408,30.48141,3353,19900201,1990,2,1,19900201,1990,2,1,unknown
174,-86.77408,30.48141,6509,20091223,2009,12,23,20091223,2009,12,23,prescribed
175,-86.76897,30.4366,7733,20140315,2014,3,15,20140315,2014,3,15,prescribed
175,-86.76897,30.4366,6244,20081220,2008,12,20,20081220,2008,12,20,prescribed
175,-86.76897,30.4366,3582,19840201,1984,2,1,19840201,1984,2,1,unknown
175,-86.76897,30.4366,3651,19800201,1980,2,1,19800201,1980,2,1,unknown
175,-86.76897,30.4366,5012,19960101,1996,1,1,19960101,1996,1,1,unknown
175,-86.76897,30.4366,5174,20050206,2005,2,6,20050206,2005,2,6,prescribed
176,-86.70143,30.63779,7317,20120723,2012,7,23,20120723,2012,7,23,prescribed
176,-86.70143,30.63779,66628,20190428,2019,4,28,20190428,2019,4,28,prescribed
176,-86.70143,30.63779,4833,20031231,2003,12,31,20031231,2003,12,31,prescribed
176,-86.70143,30.63779,6545,20100112,2010,1,12,20100112,2010,1,12,prescribed
176,-86.70143,30.63779,3161,19930201,1993,2,1,19930201,1993,2,1,unknown
176,-86.70143,30.63779,36396,20150703,2015,7,3,20150703,2015,7,3,prescribed
176,-86.70143,30.63779,4079,19990304,1999,3,4,19990304,1999,3,4,prescribed
176,-86.70143,30.63779,5762,20070208,2007,2,8,20070208,2007,2,8,prescribed
177,-86.70003,30.63881,7317,20120723,2012,7,23,20120723,2012,7,23,prescribed
177,-86.70003,30.63881,66628,20190428,2019,4,28,20190428,2019,4,28,prescribed
177,-86.70003,30.63881,3161,19930201,1993,2,1,19930201,1993,2,1,unknown
177,-86.70003,30.63881,4832,20040102,2004,1,2,20040102,2004,1,2,prescribed
177,-86.70003,30.63881,36396,20150703,2015,7,3,20150703,2015,7,3,prescribed
177,-86.70003,30.63881,5024,19961015,1996,10,15,19961015,1996,10,15,unknown
177,-86.70003,30.63881,4079,19990304,1999,3,4,19990304,1999,3,4,prescribed
177,-86.70003,30.63881,36258,20150211,2015,2,11,20150211,2015,2,11,prescribed
177,-86.70003,30.63881,5762,20070208,2007,2,8,20070208,2007,2,8,prescribed
177,-86.70003,30.63881,6575,20100207,2010,2,7,20100207,2010,2,7,prescribed
178,-86.69862,30.62464,66685,20190520,2019,5,20,20190520,2019,5,20,prescribed
178,-86.69862,30.62464,5748,20070130,2007,1,30,20070130,2007,1,30,prescribed
178,-86.69862,30.62464,6361,20090329,2009,3,29,20090329,2009,3,29,prescribed
178,-86.69862,30.62464,2998,19950201,1995,2,1,19950201,1995,2,1,unknown
178,-86.69862,30.62464,65173,20170219,2017,2,19,20170221,2017,2,21,prescribed
178,-86.69862,30.62464,6870,20110213,2011,2,13,20110213,2011,2,13,prescribed
178,-86.69862,30.62464,4740,20030504,2003,5,4,20030505,2003,5,5,prescribed
178,-86.69862,30.62464,5579,20060515,2006,5,15,20060515,2006,5,15,prescribed
178,-86.69862,30.62464,3371,19890201,1989,2,1,19890201,1989,2,1,unknown
179,-86.69761,30.60972,6551,20100115,2010,1,15,20100115,2010,1,15,prescribed
179,-86.69761,30.60972,7264,20120426,2012,4,26,20120426,2012,4,26,wild
179,-86.69761,30.60972,36030,20140505,2014,5,5,20140505,2014,5,5,prescribed
179,-86.69761,30.60972,5546,20060325,2006,3,25,20060326,2006,3,26,wild
179,-86.69761,30.60972,65747,20170729,2017,7,29,20170729,2017,7,29,prescribed
179,-86.69761,30.60972,4737,20030428,2003,4,28,20030428,2003,4,28,prescribed
179,-86.69761,30.60972,6082,20080313,2008,3,13,20080313,2008,3,13,prescribed
179,-86.69761,30.60972,3089,19940201,1994,2,1,19940201,1994,2,1,unknown
180,-86.66506,30.64679,3162,19930201,1993,2,1,19930201,1993,2,1,unknown
180,-86.66506,30.64679,7697,20140208,2014,2,8,20140208,2014,2,8,prescribed
180,-86.66506,30.64679,66313,20181217,2018,12,17,20181217,2018,12,17,prescribed
180,-86.66506,30.64679,5249,20050503,2005,5,3,20050503,2005,5,3,prescribed
180,-86.66506,30.64679,6433,20090606,2009,6,6,20090606,2009,6,6,prescribed
180,-86.66506,30.64679,5027,19960101,1996,1,1,19960101,1996,1,1,unknown
180,-86.66506,30.64679,6845,20110116,2011,1,16,20110116,2011,1,16,prescribed
180,-86.66506,30.64679,4753,20030523,2003,5,23,20030523,2003,5,23,prescribed
180,-86.66506,30.64679,3065,19950201,1995,2,1,19950201,1995,2,1,unknown
180,-86.66506,30.64679,3813,19970917,1997,9,17,19970917,1997,9,17,wild
180,-86.66506,30.64679,7116,20111224,2011,12,24,20111224,2011,12,24,prescribed
181,-86.65219,30.65714,6503,20091211,2009,12,11,20091211,2009,12,11,prescribed
181,-86.65219,30.65714,5792,20070223,2007,2,23,20070223,2007,2,23,prescribed
181,-86.65219,30.65714,3484,19880201,1988,2,1,19880201,1988,2,1,unknown
181,-86.65219,30.65714,7189,20120225,2012,2,25,20120225,2012,2,25,prescribed
181,-86.65219,30.65714,65201,20170220,2017,2,20,20170220,2017,2,20,prescribed
181,-86.65219,30.65714,4864,20040117,2004,1,17,20040117,2004,1,17,prescribed
182,-86.7914,30.45217,6634,20100319,2010,3,19,20100319,2010,3,19,prescribed
182,-86.7914,30.45217,5008,19960101,1996,1,1,19960101,1996,1,1,unknown
182,-86.7914,30.45217,4216,20000408,2000,4,8,20000408,2000,4,8,wild
182,-86.7914,30.45217,38035,20160308,2016,3,8,20160309,2016,3,9,wild
182,-86.7914,30.45217,7510,20130317,2013,3,17,20130317,2013,3,17,prescribed
182,-86.7914,30.45217,3651,19800201,1980,2,1,19800201,1980,2,1,unknown
182,-86.7914,30.45217,3404,19890201,1989,2,1,19890201,1989,2,1,unknown
182,-86.7914,30.45217,5138,20041231,2004,12,31,20041231,2004,12,31,prescribed
182,-86.7914,30.45217,36307,20150321,2015,3,21,20150321,2015,3,21,prescribed
183,-86.79594,30.4521,3061,19950201,1995,2,1,19950201,1995,2,1,unknown
183,-86.79594,30.4521,5129,20041229,2004,12,29,20041229,2004,12,29,prescribed
183,-86.79594,30.4521,3151,19930201,1993,2,1,19930201,1993,2,1,unknown
183,-86.79594,30.4521,3956,19980413,1998,4,13,19980413,1998,4,13,wild
183,-86.79594,30.4521,3583,19840201,1984,2,1,19840201,1984,2,1,unknown
183,-86.79594,30.4521,3731,19730201,1973,2,1,19730201,1973,2,1,unknown
183,-86.79594,30.4521,4214,20000406,2000,4,6,20000406,2000,4,6,prescribed
183,-86.79594,30.4521,7331,20120729,2012,7,29,20120729,2012,7,29,prescribed
183,-86.79594,30.4521,4116,19990603,1999,6,3,19990603,1999,6,3,prescribed
183,-86.79594,30.4521,7508,20130309,2013,3,9,20130309,2013,3,9,prescribed
183,-86.79594,30.4521,36153,20140727,2014,7,27,20140727,2014,7,27,prescribed
183,-86.79594,30.4521,66683,20190519,2019,5,19,20190519,2019,5,19,prescribed
183,-86.79594,30.4521,3619,19820201,1982,2,1,19820201,1982,2,1,unknown
183,-86.79594,30.4521,6269,20090119,2009,1,19,20090120,2009,1,20,wild
183,-86.79594,30.4521,6948,20110409,2011,4,9,20110410,2011,4,10,wild
184,-86.79975,30.45498,6634,20100319,2010,3,19,20100319,2010,3,19,prescribed
184,-86.79975,30.45498,3956,19980413,1998,4,13,19980413,1998,4,13,wild
184,-86.79975,30.45498,4216,20000408,2000,4,8,20000408,2000,4,8,wild
184,-86.79975,30.45498,38035,20160308,2016,3,8,20160309,2016,3,9,wild
184,-86.79975,30.45498,7510,20130317,2013,3,17,20130317,2013,3,17,prescribed
184,-86.79975,30.45498,3651,19800201,1980,2,1,19800201,1980,2,1,unknown
184,-86.79975,30.45498,3404,19890201,1989,2,1,19890201,1989,2,1,unknown
184,-86.79975,30.45498,3619,19820201,1982,2,1,19820201,1982,2,1,unknown
184,-86.79975,30.45498,5138,20041231,2004,12,31,20041231,2004,12,31,prescribed
185,-86.8123,30.46206,3956,19980413,1998,4,13,19980413,1998,4,13,wild
185,-86.8123,30.46206,66359,20190128,2019,1,28,20190128,2019,1,28,prescribed
185,-86.8123,30.46206,4216,20000408,2000,4,8,20000408,2000,4,8,wild
185,-86.8123,30.46206,6403,20090516,2009,5,16,20090516,2009,5,16,prescribed
185,-86.8123,30.46206,7506,20130316,2013,3,16,20130316,2013,3,16,prescribed
185,-86.8123,30.46206,5138,20041231,2004,12,31,20041231,2004,12,31,prescribed
185,-86.8123,30.46206,36307,20150321,2015,3,21,20150321,2015,3,21,prescribed
186,-86.80563,30.45782,3061,19950201,1995,2,1,19950201,1995,2,1,unknown
186,-86.80563,30.45782,3956,19980413,1998,4,13,19980413,1998,4,13,wild
186,-86.80563,30.45782,38035,20160308,2016,3,8,20160309,2016,3,9,wild
186,-86.80563,30.45782,4214,20000406,2000,4,6,20000406,2000,4,6,prescribed
186,-86.80563,30.45782,66145,20180513,2018,5,13,20180513,2018,5,13,prescribed
186,-86.80563,30.45782,7331,20120729,2012,7,29,20120729,2012,7,29,prescribed
186,-86.80563,30.45782,4116,19990603,1999,6,3,19990603,1999,6,3,prescribed
186,-86.80563,30.45782,3709,19770201,1977,2,1,19770201,1977,2,1,unknown
186,-86.80563,30.45782,7508,20130309,2013,3,9,20130309,2013,3,9,prescribed
186,-86.80563,30.45782,36153,20140727,2014,7,27,20140727,2014,7,27,prescribed
186,-86.80563,30.45782,4739,20030430,2003,4,30,20030505,2003,5,5,wild
186,-86.80563,30.45782,66683,20190519,2019,5,19,20190519,2019,5,19,prescribed
186,-86.80563,30.45782,5137,20041230,2004,12,30,20041230,2004,12,30,prescribed
186,-86.80563,30.45782,6269,20090119,2009,1,19,20090120,2009,1,20,wild
186,-86.80563,30.45782,6948,20110409,2011,4,9,20110410,2011,4,10,wild
187,-86.74143,30.42721,66452,20190309,2019,3,9,20190309,2019,3,9,prescribed
188,-86.94513705,30.47907577,4003,19980608,1998,6,8,19980608,1998,6,8,wild
